round,index,qtime_ms,wall_ms,numFound,error
9,4,91,115,57860,
9,5,80,100,77688,
9,6,58,84,21078,
9,7,59,85,21088,
9,8,58,80,21437,
9,9,76,94,51566,
9,10,51,68,42006,
9,11,75,102,51802,
9,12,81,104,52069,
9,13,42,66,21053,
9,14,102,131,58061,
9,15,78,102,51779,
9,16,101,124,57781,
9,17,85,101,28614,
9,18,71,88,78097,
9,19,88,109,51825,
9,20,74,93,51463,
9,21,95,114,57549,
9,22,59,77,20781,
9,23,97,117,57852,
9,24,116,136,58096,
9,25,103,124,86948,
9,26,79,102,77745,
9,27,45,68,41891,
9,28,90,110,28725,
9,29,59,78,20977,
9,30,57,76,62853,
9,31,107,128,57568,
9,32,100,124,87006,
9,33,52,72,63442,
9,34,69,95,26076,
9,35,100,128,86542,
9,36,75,101,51596,
9,37,85,114,86802,
9,38,105,130,86614,
9,39,65,109,25636,
9,40,64,90,52091,
9,41,74,98,77748,
9,42,53,79,25802,
9,43,97,131,28652,
9,44,65,89,25912,
9,45,62,89,41833,
9,46,74,99,51802,
9,47,102,134,57595,
9,48,81,108,77359,
9,49,95,121,57566,
9,50,98,136,57425,
9,51,98,127,28961,
9,52,100,129,86931,
9,53,85,116,77319,
9,54,58,90,21162,
9,55,92,122,29091,
9,56,102,125,86579,
9,57,95,124,57535,
9,58,85,109,25738,
9,59,55,72,62963,
9,60,103,129,86199,
9,61,93,115,25965,
9,62,50,77,21043,
9,63,73,92,28916,
9,64,44,63,41829,
9,65,105,122,57231,
9,66,97,117,57846,
9,67,88,105,77757,
9,68,110,127,86613,
9,69,72,91,25987,
9,70,50,73,21178,
9,71,100,120,57352,
9,72,87,109,28619,
9,73,113,143,86430,
9,74,68,92,77307,
9,75,73,97,25772,
9,76,74,101,51816,
9,77,99,133,57952,
9,78,86,122,77811,
9,79,64,92,63260,
9,80,58,95,21013,
9,81,83,112,77429,
9,82,80,111,25750,
9,83,92,123,86492,
9,84,73,106,25822,
9,85,66,92,52002,
9,86,91,109,86538,
9,87,99,125,57819,
9,88,87,112,29042,
9,89,68,93,25937,
9,90,92,114,28648,
9,91,74,101,25963,
9,92,96,119,57342,
9,93,76,95,51467,
9,94,84,108,77734,
9,95,67,90,63438,
9,96,72,95,77960,
9,97,56,80,42036,
9,98,62,90,77517,
9,99,55,84,25701,
10,0,180,255,21233,
10,1,201,277,25784,
10,2,184,259,42392,
10,3,215,291,28644,
10,4,74,110,28736,
10,5,84,123,28967,
10,6,64,98,63401,
10,7,63,97,25842,
10,8,55,92,62900,
10,9,47,82,20902,
10,10,63,97,25802,
10,11,76,113,28828,
10,12,47,75,25838,
10,13,57,86,62974,
10,14,54,82,63216,
10,15,92,121,86569,
10,16,61,90,42098,
10,17,85,119,28764,
10,18,109,139,86484,
10,19,85,114,57723,
10,20,65,93,52092,
10,21,58,88,63088,
10,22,83,109,28738,
10,23,89,114,86080,
10,24,61,87,41948,
10,25,90,124,57621,
10,26,54,86,62951,
10,27,74,108,51724,
10,28,56,91,21192,
10,29,45,83,42110,
10,30,98,135,57647,
